sentence_id,sentence,notation,n_moves,winner
c_0,The board is empty.,,0,
c_1,Sujith is X and has gone for up and left from center; Seoyeon is O and has not moved yet.,X:TL,1,
c_3138,"Zhenmao is X and has taken top right corner, middle row left, and middle row right; Sujith is O and has gone for up and left from center, below the center, and down and right from center.","X:TR,ML,MR O:TL,BM,BR",6,
c_3139,"Wang is X and has gone for up and right from center, middle row left, and below the center; Kim is O and has taken top left corner, middle row right, and bottom right corner.","X:TR,ML,BM O:TL,MR,BR",6,
c_3140,"SONG is X and has taken top right corner, middle row left, and down and right from center; Kim is O and has gone for top left corner, middle row right, and bottom middle.","X:TR,ML,BR O:TL,MR,BM",6,
c_3141,"Kim is X and has gone for up and right from center, right of centre, and below the center; SONG is O and has taken top left corner, left of centre, and bottom right corner.","X:TR,MR,BM O:TL,ML,BR",6,
c_3142,"Sujith is X and has gone for top right corner, below the center, and bottom right corner; Zhenmao is O and has taken top left corner, left of centre, and right of centre.","X:TR,BM,BR O:TL,ML,MR",6,
c_3143,"Sujith is X and has taken left of centre, middle row right, and below the center; Fergus is O and has taken top left corner, up and right from center, and bottom right corner.","X:ML,MR,BM O:TL,TR,BR",6,
c_3144,"Kim is X and has gone for middle row left, middle row right, and bottom right corner; Watson is O and has gone for top left corner, top right corner, and below the center.","X:ML,MR,BR O:TL,TR,BM",6,
c_3145,"Wang is X and has gone for middle row left, bottom middle, and down and right from center; Zhenmao is O and has taken up and left from center, up and right from center, and middle row right.","X:ML,BM,BR O:TL,TR,MR",6,
c_3146,"Sujith is X and has gone for middle row right, bottom middle, and bottom right corner; Fergus is O and has gone for top left corner, top right corner, and middle row left.","X:MR,BM,BR O:TL,TR,ML",6,
c_3147,"Sujith is X and has gone for up and left from center, top right corner, and middle row left; Watson is O and has gone for bottom left corner, below the center, and down and right from center.","X:TL,TR,ML O:BL,BM,BR",6,O
c_3148,"Zhenmao is X and has taken up and left from center, up and right from center, and bottom left corner; Wenjia is O and has taken middle row left, bottom middle, and down and right from center.","X:TL,TR,BL O:ML,BM,BR",6,
c_3149,"Seoyeon is X and has taken up and left from center, top right corner, and below the center; Zhenmao is O and has gone for left of centre, bottom left corner, and bottom right corner.","X:TL,TR,BM O:ML,BL,BR",6,
c_3150,"SONG is X and has taken up and left from center, up and right from center, and bottom right corner; Goli is O and has taken left of centre, down and left from center, and bottom middle.","X:TL,TR,BR O:ML,BL,BM",6,
c_3151,"Wang is X and has taken top left corner, middle row left, and bottom middle; Kim is O and has gone for top right corner, bottom left corner, and down and right from center.","X:TL,ML,BM O:TR,BL,BR",6,
c_3152,"Zhenmao is X and has taken top left corner, middle row left, and bottom right corner; SONG is O and has gone for top right corner, down and left from center, and below the center.","X:TL,ML,BR O:TR,BL,BM",6,
c_3153,"Wenjia is X and has taken top left corner, bottom left corner, and below the center; Zhenmao is O and has gone for up and right from center, middle row left, and down and right from center.","X:TL,BL,BM O:TR,ML,BR",6,
c_3154,"Seoyeon is X and has gone for top left corner, bottom left corner, and bottom right corner; Wenjia is O and has taken up and right from center, left of centre, and below the center.","X:TL,BL,BR O:TR,ML,BM",6,
c_3155,"Fergus is X and has taken top left corner, bottom middle, and down and right from center; Sujith is O and has gone for top right corner, middle row left, and down and left from center.","X:TL,BM,BR O:TR,ML,BL",6,
c_3156,"Zhenmao is X and has taken up and right from center, left of centre, and down and left from center; Goli is O and has taken top left corner, bottom middle, and bottom right corner.","X:TR,ML,BL O:TL,BM,BR",6,
c_3157,"Seoyeon is X and has gone for up and right from center, left of centre, and bottom middle; Goli is O and has taken up and left from center, bottom left corner, and bottom right corner.","X:TR,ML,BM O:TL,BL,BR",6,
c_3158,"Sujith is X and has gone for top right corner, middle row left, and bottom right corner; Wang is O and has taken top left corner, down and left from center, and bottom middle.","X:TR,ML,BR O:TL,BL,BM",6,
c_3159,"Fergus is X and has gone for top right corner, bottom left corner, and below the center; Wang is O and has gone for top left corner, middle row left, and down and right from center.","X:TR,BL,BM O:TL,ML,BR",6,
c_3160,"Watson is X and has gone for top right corner, down and left from center, and bottom right corner; Wang is O and has gone for up and left from center, middle row left, and bottom middle.","X:TR,BL,BR O:TL,ML,BM",6,
c_3161,"Kim is X and has taken top right corner, below the center, and down and right from center; Goli is O and has taken top left corner, middle row left, and down and left from center.","X:TR,BM,BR O:TL,ML,BL",6,O
c_3162,"Fergus is X and has gone for left of centre, bottom left corner, and below the center; Wenjia is O and has taken up and left from center, up and right from center, and down and right from center.","X:ML,BL,BM O:TL,TR,BR",6,
c_3163,"Seoyeon is X and has gone for left of centre, down and left from center, and down and right from center; SONG is O and has taken top left corner, top right corner, and below the center.","X:ML,BL,BR O:TL,TR,BM",6,
c_3164,"SONG is X and has gone for left of centre, below the center, and down and right from center; Zhenmao is O and has taken up and left from center, up and right from center, and down and left from center.","X:ML,BM,BR O:TL,TR,BL",6,
c_3165,"Sujith is X and has taken up and left from center, top right corner, and center; Wang is O and has taken right of centre, down and left from center, and below the center.","X:TL,TR,C O:MR,BL,BM",6,
c_3166,"SONG is X and has taken top left corner, top right corner, and right of centre; Zhenmao is O and has gone for center, down and left from center, and below the center.","X:TL,TR,MR O:C,BL,BM",6,
c_3167,"Wenjia is X and has gone for up and left from center, top right corner, and down and left from center; Kim is O and has taken center, right of centre, and bottom middle.","X:TL,TR,BL O:C,MR,BM",6,
c_3168,"Kim is X and has taken up and left from center, top right corner, and bottom middle; Wang is O and has gone for middle, right of centre, and bottom left corner.","X:TL,TR,BM O:C,MR,BL",6,
c_3169,"Fergus is X and has taken up and left from center, center, and middle row right; SONG is O and has taken top right corner, down and left from center, and below the center.","X:TL,C,MR O:TR,BL,BM",6,
c_3170,"SONG is X and has gone for top left corner, center, and down and left from center; Kim is O and has gone for top right corner, middle row right, and bottom middle.","X:TL,C,BL O:TR,MR,BM",6,
c_3171,"Fergus is X and has taken top left corner, center, and bottom middle; Seoyeon is O and has gone for up and right from center, middle row right, and bottom left corner.","X:TL,C,BM O:TR,MR,BL",6,
c_3172,"Zhenmao is X and has gone for up and left from center, middle row right, and down and left from center; SONG is O and has gone for top right corner, middle, and bottom middle.","X:TL,MR,BL O:TR,C,BM",6,
c_3173,"Wang is X and has gone for top left corner, right of centre, and below the center; Kim is O and has taken up and right from center, center, and bottom left corner.","X:TL,MR,BM O:TR,C,BL",6,O
c_3174,"SONG is X and has gone for up and left from center, down and left from center, and bottom middle; Wang is O and has gone for top right corner, middle, and middle row right.","X:TL,BL,BM O:TR,C,MR",6,
c_3175,"SONG is X and has gone for top right corner, middle, and middle row right; Watson is O and has taken up and left from center, bottom left corner, and below the center.","X:TR,C,MR O:TL,BL,BM",6,
c_3176,"Sujith is X and has gone for up and right from center, center, and bottom middle; Watson is O and has gone for up and left from center, middle row right, and down and left from center.","X:TR,C,BM O:TL,MR,BL",6,
c_3177,"Fergus is X and has gone for up and right from center, right of centre, and bottom left corner; Seoyeon is O and has taken top left corner, center, and below the center.","X:TR,MR,BL O:TL,C,BM",6,
c_3178,"SONG is X and has taken up and right from center, right of centre, and below the center; Wenjia is O and has gone for top left corner, middle, and bottom left corner.","X:TR,MR,BM O:TL,C,BL",6,
c_3179,"Sujith is X and has gone for up and right from center, bottom left corner, and bottom middle; Wenjia is O and has gone for up and left from center, center, and right of centre.","X:TR,BL,BM O:TL,C,MR",6,
c_3180,"Zhenmao is X and has gone for center, right of centre, and down and left from center; Wang is O and has taken up and left from center, top right corner, and bottom middle.","X:C,MR,BL O:TL,TR,BM",6,
c_3181,"Sujith is X and has gone for middle, right of centre, and bottom middle; Watson is O and has gone for top left corner, up and right from center, and down and left from center.","X:C,MR,BM O:TL,TR,BL",6,
c_3182,"Watson is X and has taken center, down and left from center, and below the center; Seoyeon is O and has gone for top left corner, top right corner, and right of centre.","X:C,BL,BM O:TL,TR,MR",6,
c_3183,"Goli is X and has taken middle row right, bottom left corner, and below the center; Wang is O and has gone for top left corner, top right corner, and center.","X:MR,BL,BM O:TL,TR,C",6,
c_3184,"Zhenmao is X and has taken top left corner, top right corner, and middle; Watson is O and has gone for right of centre, down and left from center, and bottom right corner.","X:TL,TR,C O:MR,BL,BR",6,
c_3185,"Fergus is X and has gone for top left corner, top right corner, and right of centre; Watson is O and has taken center, bottom left corner, and bottom right corner.","X:TL,TR,MR O:C,BL,BR",6,
c_3186,"Wang is X and has taken up and left from center, top right corner, and down and left from center; Zhenmao is O and has taken center, right of centre, and bottom right corner.","X:TL,TR,BL O:C,MR,BR",6,
